run_accession	study_accession	study_title	experiment_accession	experiment_title	experiment_desc	organism_taxid	organism_name	library_name	library_strategy	library_source	library_selection	library_layout	sample_accession	sample_title	instrument	instrument_model	instrument_model_desc	total_spots	total_size	run_total_spots	run_total_bases	run_alias	public_filename	public_url	public_size	public_date	public_md5	public_version	public_semantic_name	public_supertype	public_sratoolkit	ncbi_url	ncbi_free_egress	ncbi_access_type	aws_url	aws_free_egress	aws_access_type	gcp_url	gcp_free_egress	gcp_access_type	experiment_alias	source_name	strain	genotype	cell type	ena_fastq_http	ena_fastq_http_1	ena_fastq_http_2	ena_fastq_ftp	ena_fastq_ftp_1	ena_fastq_ftp_2
SRR5799443	SRP110978	ImmGen ATAC-seq data	SRX2978910	GSM2692231: T8.Tem.LCMV.d180.Sp#2; Mus musculus; ATAC-seq	GSM2692231: T8.Tem.LCMV.d180.Sp#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332802		NextSeq 500	NextSeq 500	ILLUMINA	13590754	397374704	13590754	1019306550	GSM2692231_r1	SRR5799443.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799443.sralite.1	257240297	2020-06-20 18:32:39	16d9e9fb067bcf2b449070c15cec32d3	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799443.sralite.1	worldwide	anonymous	s3://sra-pub-zq-6/SRR5799443/SRR5799443.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-7/SRR5799443/SRR5799443.zq.1	gs.US	gcp identity	GSM2692231	Spleen	C57BL/6		CD8 T Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799443/SRR5799443_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799443/SRR5799443_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/003/SRR5799443/SRR5799443_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/003/SRR5799443/SRR5799443_2.fastq.gz
SRR5799444	SRP110978	ImmGen ATAC-seq data	SRX2978911	GSM2692232: T8.IEL.LCMV.d7.SI#1; Mus musculus; ATAC-seq	GSM2692232: T8.IEL.LCMV.d7.SI#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332803		NextSeq 500	NextSeq 500	ILLUMINA	9137671	270948863	9137671	685325325	GSM2692232_r1	SRR5799444.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799444.sralite.1	172643532	2020-06-20 01:56:24	39373de7b488c5427c5a6534c68f2366	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799444.sralite.1	worldwide	anonymous	s3://sra-pub-zq-4/SRR5799444/SRR5799444.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-6/SRR5799444/SRR5799444.zq.1	gs.US	gcp identity	GSM2692232	Small Intestine	C57BL/6		CD8 T Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799444/SRR5799444_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799444/SRR5799444_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/004/SRR5799444/SRR5799444_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/004/SRR5799444/SRR5799444_2.fastq.gz
SRR5799445	SRP110978	ImmGen ATAC-seq data	SRX2978912	GSM2692233: T8.IEL.LCMV.d7.SI#2; Mus musculus; ATAC-seq	GSM2692233: T8.IEL.LCMV.d7.SI#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332804		NextSeq 500	NextSeq 500	ILLUMINA	14469800	415568695	14469800	1085235000	GSM2692233_r1	SRR5799445.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799445.sralite.1	273166612	2020-06-21 21:16:18	f7a8568a083486888a68cc2b9642b010	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799445.sralite.1	worldwide	anonymous	s3://sra-pub-zq-1/SRR5799445/SRR5799445.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-7/SRR5799445/SRR5799445.zq.1	gs.US	gcp identity	GSM2692233	Small Intestine	C57BL/6		CD8 T Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799445/SRR5799445_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799445/SRR5799445_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/005/SRR5799445/SRR5799445_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/005/SRR5799445/SRR5799445_2.fastq.gz
SRR5799446	SRP110978	ImmGen ATAC-seq data	SRX2978913	GSM2692234: Tgd.Sp#1; Mus musculus; ATAC-seq	GSM2692234: Tgd.Sp#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332806		NextSeq 500	NextSeq 500	ILLUMINA	8071113	243758208	8071113	605333475	GSM2692234_r1	SRR5799446.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799446.sralite.1	152613945	2020-06-21 21:16:02	9b0836c0bb5493c4f61b343d340853e0	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799446.sralite.1	worldwide	anonymous	s3://sra-pub-zq-1/SRR5799446/SRR5799446.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-5/SRR5799446/SRR5799446.zq.1	gs.US	gcp identity	GSM2692234	Spleen	C57BL/6		gdT Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799446/SRR5799446_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799446/SRR5799446_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/006/SRR5799446/SRR5799446_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/006/SRR5799446/SRR5799446_2.fastq.gz
SRR5799447	SRP110978	ImmGen ATAC-seq data	SRX2978914	GSM2692235: proB.CLP.BM#2; Mus musculus; ATAC-seq	GSM2692235: proB.CLP.BM#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332805		NextSeq 500	NextSeq 500	ILLUMINA	10114310	303072624	10114310	758573250	GSM2692235_r1	SRR5799447.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799447.sralite.1	191238366	2020-06-13 22:13:04	b960c8d1a76c8e62d33bcb796253e167	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799447.sralite.1	worldwide	anonymous	s3://sra-pub-zq-1/SRR5799447/SRR5799447.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-5/SRR5799447/SRR5799447.zq.1	gs.US	gcp identity	GSM2692235	Bone marrow	C57BL/6		B Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799447/SRR5799447_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799447/SRR5799447_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/007/SRR5799447/SRR5799447_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/007/SRR5799447/SRR5799447_2.fastq.gz
SRR5799448	SRP110978	ImmGen ATAC-seq data	SRX2978915	GSM2692236: proB.FrA.BM#1; Mus musculus; ATAC-seq	GSM2692236: proB.FrA.BM#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332807		NextSeq 500	NextSeq 500	ILLUMINA	12161446	367137403	12161446	912108450	GSM2692236_r1	proB.FrA.BM.rep1.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799448.sralite.1	255716484	2020-03-26 16:18:52	ebbd3e0d32c0773e4bfd5287ad0ad851	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799448.sralite.1	worldwide	anonymous	s3://sra-pub-src-4/SRR5799448/proB.FrA.BM.rep1.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-6/SRR5799448/SRR5799448.zq.1	gs.US	gcp identity	GSM2692236	Bone marrow	C57BL/6		B Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799448/SRR5799448_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799448/SRR5799448_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/008/SRR5799448/SRR5799448_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/008/SRR5799448/SRR5799448_2.fastq.gz
SRR5799449	SRP110978	ImmGen ATAC-seq data	SRX2978916	GSM2692237: proB.FrA.BM#2; Mus musculus; ATAC-seq	GSM2692237: proB.FrA.BM#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332808		NextSeq 500	NextSeq 500	ILLUMINA	10538979	310671911	10538979	790423425	GSM2692237_r1	proB.FrA.BM.rep2.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799449.sralite.1	217781783	2020-03-26 09:19:46	554815f841f7a556f02370ced1386b3b	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799449.sralite.1	worldwide	anonymous	s3://sra-pub-src-4/SRR5799449/proB.FrA.BM.rep2.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-7/SRR5799449/SRR5799449.zq.1	gs.US	gcp identity	GSM2692237	Bone marrow	C57BL/6		B Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799449/SRR5799449_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799449/SRR5799449_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/009/SRR5799449/SRR5799449_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/009/SRR5799449/SRR5799449_2.fastq.gz
SRR5799450	SRP110978	ImmGen ATAC-seq data	SRX2978917	GSM2692238: proB.FrBC.BM#1; Mus musculus; ATAC-seq	GSM2692238: proB.FrBC.BM#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332809		NextSeq 500	NextSeq 500	ILLUMINA	11965044	356951153	11965044	897378300	GSM2692238_r1	proB.FrBC.BM.rep1.R2.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799450.sralite.1	249427781	2020-03-26 17:20:47	ddddc6b3ddd6a2feaf2ae1587906359d	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799450.sralite.1	worldwide	anonymous	s3://sra-pub-src-8/SRR5799450/proB.FrBC.BM.rep1.R2.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-6/SRR5799450/SRR5799450.zq.1	gs.US	gcp identity	GSM2692238	Bone marrow	C57BL/6		B Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799450/SRR5799450_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799450/SRR5799450_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/000/SRR5799450/SRR5799450_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/000/SRR5799450/SRR5799450_2.fastq.gz
SRR5799451	SRP110978	ImmGen ATAC-seq data	SRX2978918	GSM2692239: proB.FrBC.BM#2; Mus musculus; ATAC-seq	GSM2692239: proB.FrBC.BM#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332810		NextSeq 500	NextSeq 500	ILLUMINA	12351907	362019747	12351907	926393025	GSM2692239_r1	proB.FrBC.BM.rep2.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799451.sralite.1	252675640	2020-03-26 12:50:10	a2b1a7b368d1618482c3e95fc7fe1fe4	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799451.sralite.1	worldwide	anonymous	s3://sra-pub-src-8/SRR5799451/proB.FrBC.BM.rep2.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-5/SRR5799451/SRR5799451.zq.1	gs.US	gcp identity	GSM2692239	Bone marrow	C57BL/6		B Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799451/SRR5799451_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799451/SRR5799451_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/001/SRR5799451/SRR5799451_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/001/SRR5799451/SRR5799451_2.fastq.gz
SRR5799452	SRP110978	ImmGen ATAC-seq data	SRX2978919	GSM2692240: preB.FrD.BM#1; Mus musculus; ATAC-seq	GSM2692240: preB.FrD.BM#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332811		NextSeq 500	NextSeq 500	ILLUMINA	12606184	370004453	12606184	945463800	GSM2692240_r1	SRR5799452.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799452.sralite.1	238313527	2020-06-20 18:33:24	a446603686bda222af4d89c9e71bc2fa	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799452.sralite.1	worldwide	anonymous	s3://sra-pub-zq-8/SRR5799452/SRR5799452.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-5/SRR5799452/SRR5799452.zq.1	gs.US	gcp identity	GSM2692240	Bone marrow	C57BL/6		B Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799452/SRR5799452_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799452/SRR5799452_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/002/SRR5799452/SRR5799452_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/002/SRR5799452/SRR5799452_2.fastq.gz
SRR5799453	SRP110978	ImmGen ATAC-seq data	SRX2978920	GSM2692241: preB.FrD.BM#2; Mus musculus; ATAC-seq	GSM2692241: preB.FrD.BM#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332812		NextSeq 500	NextSeq 500	ILLUMINA	10763706	315398831	10763706	807277950	GSM2692241_r1	preB.FrD.BM.rep2.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799453.sralite.1	221346691	2020-03-26 18:22:36	9517afcfa2656e74e299635c5e58fd49	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799453.sralite.1	worldwide	anonymous	s3://sra-pub-src-8/SRR5799453/preB.FrD.BM.rep2.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-7/SRR5799453/SRR5799453.zq.1	gs.US	gcp identity	GSM2692241	Bone marrow	C57BL/6		B Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799453/SRR5799453_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799453/SRR5799453_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/003/SRR5799453/SRR5799453_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/003/SRR5799453/SRR5799453_2.fastq.gz
SRR5799454	SRP110978	ImmGen ATAC-seq data	SRX2978921	GSM2692242: B.FrE.BM#1; Mus musculus; ATAC-seq	GSM2692242: B.FrE.BM#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332813		NextSeq 500	NextSeq 500	ILLUMINA	15754548	455652770	15754548	1181591100	GSM2692242_r1	B.FrE.BM.rep1.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799454.sralite.1	318615762	2020-03-26 07:24:43	8e9bd3e7db7da3c4e37a9cd087d709cf	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799454.sralite.1	worldwide	anonymous	s3://sra-pub-src-7/SRR5799454/B.FrE.BM.rep1.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-5/SRR5799454/SRR5799454.zq.1	gs.US	gcp identity	GSM2692242	Bone marrow	C57BL/6		B Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799454/SRR5799454_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799454/SRR5799454_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/004/SRR5799454/SRR5799454_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/004/SRR5799454/SRR5799454_2.fastq.gz
SRR5799455	SRP110978	ImmGen ATAC-seq data	SRX2978922	GSM2692243: B.FrE.BM#2; Mus musculus; ATAC-seq	GSM2692243: B.FrE.BM#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332814		NextSeq 500	NextSeq 500	ILLUMINA	9905843	295581414	9905843	742938225	GSM2692243_r1	SRR5799455.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799455.sralite.1	187630656	2020-06-21 21:16:18	61c7f872dbdf61e8477927a233350b2d	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799455.sralite.1	worldwide	anonymous	s3://sra-pub-zq-2/SRR5799455/SRR5799455.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-5/SRR5799455/SRR5799455.zq.1	gs.US	gcp identity	GSM2692243	Bone marrow	C57BL/6		B Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799455/SRR5799455_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799455/SRR5799455_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/005/SRR5799455/SRR5799455_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/005/SRR5799455/SRR5799455_2.fastq.gz
SRR5799456	SRP110978	ImmGen ATAC-seq data	SRX2978923	GSM2692244: B.T1.Sp#1; Mus musculus; ATAC-seq	GSM2692244: B.T1.Sp#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332815		NextSeq 500	NextSeq 500	ILLUMINA	12397663	374458656	12397663	929824725	GSM2692244_r1	B.T1.Sp.rep1.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799456.sralite.1	260644549	2020-03-26 13:38:13	ae5c8537f4101775d95341ff9f77ece2	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799456.sralite.1	worldwide	anonymous	s3://sra-pub-src-8/SRR5799456/B.T1.Sp.rep1.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-7/SRR5799456/SRR5799456.zq.1	gs.US	gcp identity	GSM2692244	Spleen	C57BL/6		B Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799456/SRR5799456_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799456/SRR5799456_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/006/SRR5799456/SRR5799456_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/006/SRR5799456/SRR5799456_2.fastq.gz
SRR5799457	SRP110978	ImmGen ATAC-seq data	SRX2978924	GSM2692245: B.Fo.Sp#1; Mus musculus; ATAC-seq	GSM2692245: B.Fo.Sp#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332817		NextSeq 500	NextSeq 500	ILLUMINA	9801014	292159627	9801014	735076050	GSM2692245_r1	B.Fo.Sp.rep1.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799457.sralite.1	203775042	2020-03-26 03:32:15	27b1e297acc4d4223a6b53b7de8a1472	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799457.sralite.1	worldwide	anonymous	s3://sra-pub-src-5/SRR5799457/B.Fo.Sp.rep1.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-7/SRR5799457/SRR5799457.zq.1	gs.US	gcp identity	GSM2692245	Spleen	C57BL/6		B Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799457/SRR5799457_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799457/SRR5799457_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/007/SRR5799457/SRR5799457_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/007/SRR5799457/SRR5799457_2.fastq.gz
SRR5799458	SRP110978	ImmGen ATAC-seq data	SRX2978925	GSM2692246: B.T2.Sp#1; Mus musculus; ATAC-seq	GSM2692246: B.T2.Sp#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332816		NextSeq 500	NextSeq 500	ILLUMINA	11884457	342656407	11884457	891334275	GSM2692246_r1	B.T2.Sp.rep1.R2.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799458.sralite.1	239939861	2020-03-26 12:43:23	b2a24cab647e71b3ccdc497d9ca10f05	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799458.sralite.1	worldwide	anonymous	s3://sra-pub-src-8/SRR5799458/B.T2.Sp.rep1.R2.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-5/SRR5799458/SRR5799458.zq.1	gs.US	gcp identity	GSM2692246	Spleen	C57BL/6		B Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799458/SRR5799458_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799458/SRR5799458_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/008/SRR5799458/SRR5799458_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/008/SRR5799458/SRR5799458_2.fastq.gz
SRR5799459	SRP110978	ImmGen ATAC-seq data	SRX2978926	GSM2692247: B.MZ.Sp#1; Mus musculus; ATAC-seq	GSM2692247: B.MZ.Sp#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332818		NextSeq 500	NextSeq 500	ILLUMINA	11669833	332453645	11669833	875237475	GSM2692247_r1	B.MZ.Sp.rep1.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799459.sralite.1	234297644	2020-03-26 18:51:07	f4461a46f19c8a693ee24aa9f28efd29	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799459.sralite.1	worldwide	anonymous	s3://sra-pub-src-8/SRR5799459/B.MZ.Sp.rep1.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-6/SRR5799459/SRR5799459.zq.1	gs.US	gcp identity	GSM2692247	Spleen	C57BL/6		B Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799459/SRR5799459_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799459/SRR5799459_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/009/SRR5799459/SRR5799459_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/009/SRR5799459/SRR5799459_2.fastq.gz
